Alloy;No;S_Phase;Phase;a (Å);δ;T_m (K);σT_m (K);ΔH_mix (kJ/mol);σH_mix (kJ/mol);S_id (R);χ;Δχ;VEC;σVEC;Bulk Modulus (GPa);σBulk (GPa);Young's modulus E (GPa);Shear modulus G (GPa);Ag;Al;As;Au;B;Ba;Be;Bi;Br;C;Ca;Cd;Ce;Cl;Co;Cr;Cs;Cu;Dy;Er;Eu;F;Fe;Ga;Gd;Ge;H;Hf;Hg;Ho;I;In;Ir;K;La;Li;Lu;Mg;Mn;Mo;N;Na;Nb;Nd;Ne;Ni;Ns;O;Os;P;Pb;Pd;Pr;Pt;Rb;Re;Rh;Ru;S;Sb;Sc;Se;Si;Sm;Sn;Sr;Ta;Tb;Te;Ti;Tl;Tm;V;W;Y;Yb;Zn;Zr
Cu59.6Zr36.9Al3.5;3;AM;AM;1,4033;0,110629;1627,1344;390,7105;-22,5895;3,9598;0,7937;1,6795;0,2724;8,1370;3,48199;86,1000;66,8622;104,6530;41,6950;0;3,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36,9
Cu60.3Zr37.2Al2.5;3;AM;AM;1,4028;0,111180;1633,6881;386,0836;-22,3342;3,3655;0,7651;1,6807;0,2736;8,1960;3,45913;86,3200;67,1719;105,0640;41,8700;0;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37,2
Cu60Zr30Ti10;3;AM;AM;1,3939;0,105536;1647,1620;358,1121;-18,7200;4,4135;0,8979;1,6930;0,2600;8,2000;3,42929;95,0000;62,8092;109,7000;43,1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;30
FeCoNi;3;SS;FCC;1,2460;0,003276;1769,0000;33,8920;-1,3333;0,5092;1,0986;1,8733;0,0330;9,0000;0,81650;176,6667;4,7140;206,6667;77,6667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fe91Hf7B2;3;SS;BCC;1,2562;0,084491;1870,4100;189,9239;-7,6132;4,7266;0,3502;1,7971;0,1395;7,6200;1,21474;166,8800;17,3374;197,4700;76,7200;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FeMnNi;3;SS;FCC;1,2790;0,039285;1686,0000;122,8522;-4,4444;2,0648;1,0986;1,7633;0,1543;8,3333;1,24722;156,6667;26,2467;203,0000;52,6667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fe89Zr5B6;3;SS;BCC;1,2338;0,106093;1859,1300;141,6848;-10,8556;5,6571;0,4223;1,8176;0,1224;7,5000;1,43178;164,7400;39,9035;191,1400;74,6300;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
Fe89Zr7B4;3;SS;BCC;1,2495;0,101834;1854,7100;129,2340;-10,7276;5,5826;0,4186;1,8034;0,1362;7,5200;1,37463;160,2600;45,2192;192,4800;75,2900;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
Gd56Al24Co20;3;AM;AM;1,6024;0,144683;1465,2328;306,9716;-34,4704;5,6270;0,9891;1,4344;0,2791;4,2000;2,40000;75,5200;54,5125;89,4000;33,4480;0;24;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
La55Al25Cu20;3;AM;AM;1,6471;0,158780;1161,0715;145,7716;-30,3400;7,7914;0,9973;1,3875;0,3322;4,6000;3,20000;62,4000;43,6055;63,8500;23,9650;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
La66Al14Cu20;3;AM;AM;1,6962;0,152378;1189,6198;121,8533;-25,2448;5,8198;0,8714;1,3314;0,3330;4,6000;3,20000;57,1200;44,5352;60,2200;22,6780;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
La55Al25Ni20;3;AM;AM;1,6407;0,164997;1235,1175;268,9053;-37,1800;4,7973;0,9973;1,3895;0,3353;4,4000;2,80000;70,4000;58,3013;77,8500;29,5650;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg32Al24.5Zn24.5;3;IM;IM;1,4876;0,062373;856,5022;107,9647;-2,5019;1,1917;1,0903;1,5036;0,1572;5,3272;4,41355;61,9383;13,8856;71,6173;27,5864;0;24,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24,5;0
Mg65Cu25Gd10;3;AM;AM;1,5403;0,105473;1097,8925;245,9538;-5,7100;2,7987;0,8568;1,4465;0,2638;4,3500;3,85065;68,0500;41,5914;67,2500;25,2300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg65Cu25Y10;3;AM;AM;1,5404;0,105571;1119,2925;292,3407;-5,7100;2,7987;0,8568;1,4485;0,2620;4,3500;3,85065;68,3500;41,3839;68,1500;25,6100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0
Mg65Ni20Nd15;3;AM;AM;1,5359;0,094777;1140,1000;321,6426;-8,0200;4,1222;0,8865;1,4045;0,2596;3,7500;3,14444;70,0500;55,1620;75,4000;28,6950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;15;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg70Ni15Nd15;3;AM;AM;1,5536;0,083640;1099,8500;294,8037;-6,9000;3,6020;0,8188;1,3745;0,2328;3,3500;2,81558;63,3000;49,2363;67,6500;25,7450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg75Ni15Nd10;3;AM;AM;1,5517;0,083086;1081,1500;293,5642;-5,4000;3,0537;0,7306;1,3830;0,2271;3,3000;2,83019;63,9500;48,9035;67,8500;25,7800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;10;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg80Ni10Nd10;3;AM;AM;1,5694;0,069087;1040,9000;254,7345;-4,4000;2,6022;0,6390;1,3530;0,1925;2,9000;2,38537;57,2000;41,1164;60,1000;22,8300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg2Ni9Y;3;IM;IM;1,3515;0,139677;1599,7500;303,2758;-10,0833;5,6746;0,7215;1,7525;0,2736;8,0833;3,32812;145,9167;59,0416;162,8333;61,9667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
MgNi4Y;3;IM;IM;1,3978;0,159122;1605,6667;306,3966;-16,2222;6,6155;0,8676;1,6950;0,3052;7,5000;3,54730;134,3333;64,5927;151,5000;57,7667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Mg70Ni20Y10;3;AM;AM;1,5501;0,105323;1171,6000;380,1850;-6,4000;3,5946;0,8018;1,4210;0,2459;3,7000;3,16386;71,6000;54,2129;77,9000;29,6600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0
MoRhRu;3;SS;HCP;1,3487;0,007808;2580,0000;269,7122;-12,4444;4,5911;1,0986;2,2133;0,0499;7,6667;1,24722;276,6667;73,1817;350,3333;147,6667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nd60Fe30Al10;3;AM;AM;1,4995;0,119941;1414,8470;280,3325;-9,7200;8,2898;0,8979;1,3940;0,3169;4,5000;2,29129;77,8000;61,7184;94,9000;36,9800;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ni45Ti20Zr35;3;AM;AM;1,4142;0,113283;1910,6000;178,1321;-43,4700;11,9812;1,0487;1,6330;0,2615;6,7000;2,98496;103,0000;79,9437;136,6500;54,5500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;35
Ni57.5Zr35Al7.5;3;AM;AM;1,3849;0,120629;1808,4103;311,2556;-47,8600;5,4307;0,8799;1,6845;0,2714;7,3750;3,06339;109,2000;84,4900;143,7000;57,2000;0;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35
Pd77.5Cu6Si16.5;3;AM;AM;1,3326;0,062311;1776,5600;117,9036;-31,4889;9,2980;0,6636;2,1325;0,1253;9,0700;2,26608;164,4000;30,1437;109,3300;36,9800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77,5;0;0;0;0;0;0;0;0;0;0;16,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pd77Cu6Si17;3;AM;AM;1,3314;0,063042;1775,8547;118,0153;-32,1604;9,2351;0,6713;2,1310;0,1262;9,0400;2,29312;164,0000;30,4631;108,9600;36,7600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pd78Cu6Si16;3;AM;AM;1,3337;0,061563;1777,2652;117,7876;-30,8064;9,3598;0,6558;2,1340;0,1243;9,1000;2,23830;164,8000;29,8154;109,7000;37,2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pd73Fe7Si20;3;AM;AM;1,3212;0,068628;1798,6465;55,9893;-34,8976;10,3819;0,7378;2,1141;0,1421;8,6600;2,38420;163,3000;31,7507;112,5000;37,8600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pd48Ni32P20;3;AM;AM;1,2707;0,094092;1493,8840;589,9232;-22,8480;10,3327;1,0388;2,1052;0,1340;9,0000;2,00000;146,2000;67,6000;122,0800;45,4400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;20;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pd60Ni15P25;3;AM;AM;1,2769;0,104128;1435,3550;646,4391;-27,0750;9,0204;0,9376;2,1540;0,1026;8,7500;2,16506;137,7500;73,1791;102,6000;37,8000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;25;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sm2Fe17Ni3;3;IM;IM;1,2934;0,126309;1757,3182;133,4134;-2,6612;3,1930;0,6889;1,7809;0,1951;7,8182;1,66887;159,3636;38,5293;194,8636;75,5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Y60Fe30Al10;3;AM;AM;1,5967;0,160846;1716,0470;260,9142;-11,1600;7,8616;0,8979;1,4420;0,2785;4,5000;2,29129;83,2000;57,7405;108,7000;42,5600;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0
Zr66Al8Ni26;3;AM;AM;1,4965;0,103809;1928,4376;340,4805;-44,7568;3,7271;0,8265;1,5032;0,2525;5,4800;2,69251;52,8800;78,0371;101,8200;43,6200;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66
Zr60Al15Ni25;3;AM;AM;1,4881;0,102016;1848,8205;419,6357;-48,5400;5,3198;0,9376;1,5170;0,2468;5,3500;2,70694;56,4000;76,0621;100,7000;42,7000;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60
AlCoCuNi;4;SS;FCC+BCC;1,3018;0,058520;1446,8100;336,7777;-8,0000;6,9372;1,3863;1,8250;0,1246;8,2500;3,11247;144,0000;42,5206;152,2500;56,2500;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al0.25CoFeNi;4;SS;FCC;1,2603;0,039449;1704,7285;225,0117;-6,0592;4,2444;1,2853;1,8531;0,0770;8,5385;1,78090;168,9231;27,2042;196,1538;73,6923;0;0,25;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al0.5CoFeNi;4;SS;FCC+BCC;1,2726;0,051232;1649,6386;294,0535;-9,4694;5,2860;1,3518;1,8357;0,0971;8,1429;2,23150;162,2857;35,4953;187,1429;70,2857;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al0.75CoFeNi;4;SS;FCC+BCC;1,2832;0,058050;1601,8940;335,5840;-11,9467;5,8135;1,3793;1,8207;0,1094;7,8000;2,50865;156,5333;40,4868;179,3333;67,3333;0;0,75;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoFeNi;4;SS;BCC;1,2925;0,062374;1560,1175;362,9837;-13,7500;6,0873;1,3863;1,8075;0,1176;7,5000;2,69258;151,5000;43,7807;172,5000;64,7500;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCrCuFe;4;IM;IM;1,3000;0,059572;1570,5600;469,1460;0,5000;5,7852;1,3863;1,7500;0,1190;7,0000;2,91548;136,5000;36,5616;172,5000;67,7500;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al0.15CrFe1.5Ni0.5;4;SS;2BCC;1,2534;0,031982;1873,1811;277,7088;-4,8879;2,5682;1,1547;1,7783;0,0991;7,4444;1,66931;163,9365;20,7753;224,1270;88,8571;0;0,15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al0.2CrFe1.5Ni0.5;4;SS;2BCC;1,2562;0,036238;1858,4981;299,1644;-5,4688;2,8084;1,1820;1,7756;0,1005;7,3750;1,74553;162,5625;23,3197;221,7188;87,8750;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al0.3CrFe1.5Ni0.5;4;IM;IM;1,2615;0,042816;1830,4670;334,5610;-6,5197;3,1746;1,2241;1,7706;0,1030;7,2424;1,87536;159,9394;27,3407;217,1212;86,0000;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al0.4CrFe1.5Ni0.5;4;IM;IM;1,2666;0,047773;1804,0847;362,7779;-7,4394;3,4440;1,2546;1,7659;0,1050;7,1176;1,98175;157,4706;30,4411;212,7941;84,2353;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCrFe2Ni2;4;IM;IM;1,2758;0,054787;1698,5783;375,0925;-11,1111;4,7397;1,3297;1,7917;0,1164;7,5000;2,43242;156,0000;36,4234;195,1667;76,1667;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCrFeNi;4;SS;BCC;1,2920;0,062600;1663,1175;454,3215;-13,2500;5,0490;1,3863;1,7525;0,1221;6,7500;2,58602;146,5000;41,3128;190,0000;74,7500;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sm60Al10Cu5Co15Fe10;4;AM;AM;1,2971;0,060600;1518,8388;365,4136;-7,6250;6,3501;1,3209;1,8025;0,1136;7,5000;2,73861;146,5000;42,5059;164,8750;61,1250;0;10;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;5;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCuNiTi;4;SS;FCC;1,3545;0,069244;1490,0600;383,1630;-23,2500;10,0805;1,3863;1,7400;0,1669;7,0000;3,53553;126,5000;38,2982;129,0000;48,5000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Al13Fe36Mn33Ni18;4;IM;IM;1,3027;0,053520;1585,6211;280,5159;-9,7980;4,7667;1,3075;1,7234;0,1482;7,3800;1,97879;143,0800;35,5949;186,4000;46,5800;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlNbTiV;4;SS;BCC;1,4098;0,039470;1951,8675;657,2080;-16,2500;7,7495;1,3863;1,5950;0,0335;4,2500;0,82916;129,0000;38,1182;104,7500;38,7500;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
Al86Y4.5Ni8La1.5;4;AM;AM;1,4405;0,075582;1039,8742;271,8494;-14,4736;5,8112;0,5343;1,6088;0,1340;3,5600;1,89905;82,0250;30,3095;79,6350;29,8065;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5;0;0;0
