Alloy;No;S_Phase;Phase;a (Å);δ;T_m (K);σT_m (K);ΔH_mix (kJ/mol);σH_mix (kJ/mol);S_id (R);χ;Δχ;VEC;σVEC;Bulk Modulus (GPa);σBulk (GPa);Young's modulus E (GPa);Shear modulus G (GPa);Ag;Al;As;Au;B;Ba;Be;Bi;Br;C;Ca;Cd;Ce;Cl;Co;Cr;Cs;Cu;Dy;Er;Eu;F;Fe;Ga;Gd;Ge;H;Hf;Hg;Ho;I;In;Ir;K;La;Li;Lu;Mg;Mn;Mo;N;Na;Nb;Nd;Ne;Ni;Ns;O;Os;P;Pb;Pd;Pr;Pt;Rb;Re;Rh;Ru;S;Sb;Sc;Se;Si;Sm;Sn;Sr;Ta;Tb;Te;Ti;Tl;Tm;V;W;Y;Yb;Zn;Zr
Al0.75CoCrFeMnNi;6;SS;FCC+BCC;1,2889;0,052428;1688,0178;354,0427;-10,4953;5,2976;1,7867;1,7457;0,1393;7,3478;2,13885;150,7826;35,6394;199,9130;63,9130;0;0,75;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al0.81CoCrFeMnNi;6;SS;FCC+BCC;1,2903;0,053290;1680,2256;360,3757;-10,8555;5,4062;1,7890;1,7443;0,1393;7,3029;2,17270;150,0103;36,2520;198,5714;63,5215;0;0,81;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al0.88CoCrFeMnNi;6;SS;FCC+BCC;1,2920;0,054222;1671,3356;367,2658;-11,2546;5,5215;1,7907;1,7427;0,1392;7,2517;2,20958;149,1293;36,9188;197,0408;63,0748;0;0,88;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al0.95CoCrFeMnNi;6;SS;FCC+BCC;1,2937;0,055083;1662,6549;373,6672;-11,6319;5,6255;1,7916;1,7411;0,1391;7,2017;2,24387;148,2689;37,5385;195,5462;62,6387;0;0,95;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al1.25CoCrFeMnNi;6;SS;BCC;1,3003;0,058105;1627,6540;396,5124;-13,0304;5,9666;1,7880;1,7348;0,1386;7,0000;2,36643;144,8000;39,7512;189,5200;60,8800;0;1,25;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al0.3CoCrFeMo0.1Ni;6;SS;FCC;1,2620;0,039033;1831,0548;334,3479;-7,2624;3,8785;1,6160;1,8134;0,1187;7,8409;1,95336;167,2273;27,2904;216,5682;83,5909;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al0.5CoCrFeMo0.5Ni;6;SS+IM;FCC+IM;1,2769;0,048816;1880,3470;467,8666;-8,6800;4,3805;1,7481;1,8330;0,1526;7,5000;2,10950;168,6000;36,0782;219,7000;84,2000;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al1.5CoCrFeMo0.5Ni;6;SS+IM;BCC+IM;1,3028;0,062261;1722,5342;554,0221;-13,1944;5,6812;1,7482;1,7958;0,1622;6,7500;2,55359;153,1667;47,7037;194,7500;74,5000;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al2CoCrFeMo0.5Ni;6;SS;BCC;1,3127;0,064905;1661,8369;572,3107;-14,2959;5,8055;1,7118;1,7815;0,1635;6,4615;2,64910;147,2308;50,2335;185,1538;70,7692;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCo0.5CrFeMo0.5Ni;6;SS+IM;BCC+IM;1,2950;0,059296;1796,8940;548,0239;-11,7200;5,2314;1,7481;1,8060;0,1652;6,9000;2,42693;158,2000;45,1438;205,8000;79,3000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0,5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCo1.5CrFeMo0.5Ni;6;SS+IM;BCC+IM;1,2877;0,055907;1792,0783;500,3910;-11,0833;5,2295;1,7482;1,8183;0,1533;7,2500;2,34965;161,8333;42,0036;206,3333;78,5833;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1,5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCo2CrFeMo0.5Ni;6;SS+IM;FCC+BCC+IM;1,2848;0,054366;1790,2262;480,8029;-10,6982;5,1184;1,7118;1,8231;0,1482;7,3846;2,30513;163,2308;40,6451;206,5385;78,3077;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCr0.5FeMo0.5Ni;6;IM;IM;1,2952;0,059196;1755,6940;532,9533;-12,0800;5,5755;1,7481;1,8280;0,1589;7,2000;2,48193;160,2000;45,6197;198,8000;75,3000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0,5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCr1.5FeMo0.5Ni;6;IM;IM;1,2875;0,055982;1826,4117;511,5704;-10,8333;4,9724;1,7482;1,8000;0,1580;7,0000;2,30940;160,1667;41,6450;212,1667;81,9167;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1,5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCr2FeMo0.5Ni;6;IM;IM;1,2845;0,054498;1853,6108;500,4505;-10,2722;4,6645;1,7118;1,7892;0,1563;6,9231;2,23474;160,1538;40,0112;217,3077;84,4615;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFe0.5Mo0.5Ni;6;SS+IM;BCC+IM;1,2960;0,058751;1792,5940;548,0651;-12,5600;5,5464;1,7481;1,8110;0,1666;7,0000;2,48998;159,2000;45,5034;205,6000;78,6000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFe0.6Mo0.5Ni;6;SS+IM;BCC+IM;1,2949;0,058517;1792,9549;542,6713;-12,3183;5,5012;1,7573;1,8114;0,1650;7,0196;2,46934;159,4118;45,0800;205,7059;78,6667;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFe1.5Mo0.5Ni;6;SS+IM;BCC+IM;1,2868;0,056313;1795,6617;500,3597;-10,5000;4,9852;1,7482;1,8142;0,1523;7,1667;2,30338;161,0000;41,7333;206,5000;79,1667;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFe2Mo0.5Ni;6;SS+IM;BCC+IM;1,2833;0,055081;1796,8415;480,7474;-9,7041;4,6893;1,7118;1,8154;0,1464;7,2308;2,22413;161,6923;40,1677;206,8462;79,3846;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFeMo0.1Ni;6;SS;BCC;1,2854;0,057776;1707,8569;438,0044;-12,1338;5,4709;1,6744;1,7855;0,1306;7,1765;2,46311;154,7059;40,3491;196,4510;75,6863;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFeMo0.2Ni;6;SS+IM;BCC+IM;1,2868;0,057749;1730,7058;463,4481;-11,9527;5,4310;1,7106;1,7927;0,1392;7,1538;2,44465;156,1538;41,2755;199,0000;76,5385;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFeMo0.3Ni;6;SS+IM;BCC+IM;1,2883;0,057701;1752,6925;485,6636;-11,7764;5,3863;1,7359;1,7996;0,1466;7,1321;2,42656;157,5472;42,1008;201,4528;77,3585;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFeMo0.4Ni;6;SS+IM;BCC+IM;1,2897;0,057634;1773,8648;505,2321;-11,6049;5,3375;1,7543;1,8063;0,1532;7,1111;2,40883;158,8889;42,8376;203,8148;78,1481;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFeMo0.5Ni;6;SS+IM;BCC+IM;1,2910;0,057552;1794,2673;522,5863;-11,4380;5,2855;1,7678;1,8127;0,1590;7,0909;2,39144;160,1818;43,4967;206,0909;78,9091;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFeMo0.5Ni0.5;6;SS+IM;BCC+IM;1,2955;0,059037;1800,8940;547,6523;-11,0800;5,0260;1,7481;1,8030;0,1636;6,8000;2,31517;158,2000;45,1438;206,7000;79,2000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFeMo0.5Ni1.5;6;SS+IM;FCC+BCC+IM;1,2873;0,056100;1788,7450;500,6734;-11,5278;5,3680;1,7482;1,8208;0,1546;7,3333;2,42670;161,8333;42,0036;205,5833;78,6667;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFeMo0.5Ni2;6;SS+IM;FCC+BCC+IM;1,2841;0,054706;1784,0723;481,3037;-11,4556;5,3486;1,7118;1,8277;0,1504;7,5385;2,43738;163,2308;40,6451;205,1538;78,4615;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFeNb0.1Ni;6;SS;BCC;1,2866;0,059189;1704,9941;430,6448;-13,3180;5,9087;1,6744;1,7745;0,1219;7,1569;2,47634;153,5294;38,9884;192,0588;74,0784;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFeNb0.25Ni;6;SS+IM;BCC+IM;1,2907;0,060987;1734,8514;458,7655;-14,6576;6,4077;1,7242;1,7695;0,1236;7,0952;2,46702;154,0000;38,5252;189,5714;73,0476;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,25;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFeNb0.5Ni;6;SS+IM;BCC+IM;1,2970;0,063318;1780,9945;495,5927;-16,5289;7,0344;1,7678;1,7618;0,1258;7,0000;2,44949;154,7273;37,7867;185,7273;71,4545;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFeNb0.75Ni;6;SS+IM;BCC+IM;1,3027;0,065024;1823,1252;523,4340;-18,0265;7,4777;1,7867;1,7548;0,1274;6,9130;2,43012;155,3913;37,0871;182,2174;70,0000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,75;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al2CoCrFeNiSi;6;IM;IM;1,2863;0,075797;1577,2771;433,9204;-26,6939;10,4554;1,7479;1,7714;0,1284;6,1429;2,69542;134,5714;44,8581;155,1429;57,1429;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFeNiSi;6;SS+IM;BCC+IM;1,2620;0,066113;1684,5783;372,9252;-27,3333;11,6603;1,7918;1,7983;0,1191;6,6667;2,56038;144,3333;40,9946;169,3333;62,3333;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFeNiSi0.2;6;SS;BCC;1,2788;0,060185;1684,2058;400,5846;-16,3905;7,8347;1,7106;1,7827;0,1205;7,0769;2,51033;151,1538;39,8774;188,1538;71,9231;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFeNiSi0.4;6;SS;BCC;1,2741;0,062138;1684,3093;393,0968;-19,8354;9,2990;1,7543;1,7870;0,1203;6,9630;2,53101;149,2593;40,3068;182,9259;69,2593;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFeNiSi0.6;6;SS;BCC;1,2698;0,063733;1684,4054;386,0137;-22,7551;10,3336;1,7775;1,7911;0,1200;6,8571;2,54550;147,5000;40,6224;178,0714;66,7857;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AlCoCrFeNiSi0.8;6;SS+IM;BCC+IM;1,2658;0,065041;1684,4948;379,3002;-25,2319;11,0947;1,7886;1,7948;0,1196;6,7586;2,55498;145,8621;40,8460;173,5517;64,4828;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Al7.8Co20.6Cr12.2Fe11.5Ni40.7Ti7.2;6;SS+IM;FCC+L12;1,2769;0,056001;1754,2917;279,0375;-14,3545;7,4947;1,5851;1,8141;0,1274;8,0980;2,32689;163,2580;31,2483;196,5690;75,0380;0;7,8;0;0;0;0;0;0;0;0;0;0;0;0;20,6;12,2;0;0;0;0;0;0;11,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,2;0;0;0;0;0;0;0;0
Al10Co25Cr8Fe15Ni36Ti6;6;SS+IM;FCC+B2+L12;1,2783;0,056555;1719,9370;289,0719;-13,9748;7,3898;1,6001;1,8183;0,1224;8,0700;2,33776;162,3000;33,3063;192,1800;72,8500;0;10;0;0;0;0;0;0;0;0;0;0;0;0;25;8;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0
Al0.2Co1.5CrFeNi1.5Ti;6;SS+IM;FCC+IM;1,2877;0,064561;1832,6926;226,2108;-16,9615;8,6115;1,6803;1,7802;0,1395;7,5968;2,25374;160,5161;28,9871;198,9516;76,2419;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;1,5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Al0.2Co1.5CrFeNi1.5Ti0.5;6;SS;FCC;1,2724;0,053418;1823,1919;233,5397;-12,4038;7,1201;1,6443;1,8012;0,1251;7,9123;2,07136;164,9474;25,8935;206,2281;79,0702;0;0,2;0;0;0;0;0;0;0;0;0;0;0;0;1,5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0
Al0.3CoCrFeNiTi0.1;6;SS;FCC;1,2643;0,044030;1809,3502;292,9453;-8,9256;5,0267;1,6160;1,7993;0,1134;7,7955;2,01787;164,5000;26,8739;211,7273;81,8636;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0
Al0.5CoCrFe2NiTi0.5;6;IM;IM;1,2792;0,058944;1789,2058;298,7553;-12,7778;6,6692;1,6762;1,7808;0,1222;7,4167;2,13925;158,8333;31,0103;200,5000;77,5000;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0
Al0.5CoCrFeNiTi;6;SS+IM;BCC+IM;1,3027;0,070440;1799,0427;315,0879;-19,5702;8,8991;1,7678;1,7500;0,1420;7,0000;2,41209;152,3636;34,6601;190,9091;73,6364;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Al0.5CoCrFeNiTi0.5;6;IM;IM;1,2868;0,062520;1784,8470;327,0959;-15,5200;7,6434;1,7481;1,7710;0,1316;7,3000;2,32594;156,6000;33,5267;198,4000;76,6000;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,5;0;0;0;0;0;0;0;0
Al0.6CoCrFeNiTi0.4;6;SS;2FCC+D022;1,2862;0,061612;1764,6964;347,2677;-15,0720;7,3539;1,7440;1,7724;0,1295;7,2800;2,35830;155,9200;34,7861;197,4800;76,2400;0;0,6;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0
Al1.5CoCrFeNiTi;6;SS;BCC;1,3226;0,072916;1665,8777;426,0723;-22,7219;9,0958;1,7782;1,7285;0,1400;6,3846;2,64687;140,6154;42,1381;172,3077;66,3077;0;1,5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Al16.5Co22.5Cr5Fe12.5Ni30Ti13.5;6;IM;IM;1,3065;0,069966;1667,6326;343,6245;-22,5340;9,4137;1,6742;1,7813;0,1446;7,3600;2,73869;151,1400;40,5677;174,5600;65,9050;0;16,5;0;0;0;0;0;0;0;0;0;0;0;0;22,5;5;0;0;0;0;0;0;12,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13,5;0;0;0;0;0;0;0;0
Al2CoCrFeNiTi;6;SS;BCC;1,3304;0,072990;1613,5629;451,8291;-23,3469;8,9182;1,7479;1,7200;0,1384;6,1429;2,69542;136,0000;43,8830;165,0000;63,4286;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Al4Co94Cr94Fe94Ni94Ti2;6;IM;IM;1,2498;0,019704;1862,2876;202,9219;-4,7271;2,7224;1,4553;1,8163;0,1003;8,1728;1,59071;171,1623;13,5589;222,5602;86,1361;0;4;0;0;0;0;0;0;0;0;0;0;0;0;94;94;0;0;0;0;0;0;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
